app,category,rating,reviews,size_mb,installs,type,price,content_rating,genre,updated,version,android
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,1000,Free,0,Everyone,Books & Reference,"February 14, 2017",5,3.0 and up
CE Map - Interactive Conan Exiles Map,MAPS_AND_NAVIGATION,4.5,62,1.6,1000,Paid,0.99,Everyone,Maps & Navigation,"June 30, 2018",1.3,4.0 and up
Ay Yıldız Analog Saat,PERSONALIZATION,NaN,37,1.7,1000,Free,0,Everyone,Personalization,"July 21, 2016",1,4.1 and up
Be Like Bill - Maker,FAMILY,4.3,18,1.7,1000,Free,0,Everyone,Entertainment,"January 27, 2016",1.2,3.2 and up
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7,1000,Free,0,Everyone,Education,"March 12, 2017",1,4.1 and up
Upohar BD,BUSINESS,3.4,9,1.7,1000,Free,0,Everyone,Business,"October 8, 2016",1,3.0 and up
Lamp detector,LIBRARIES_AND_DEMO,NaN,5,1.8,1000,Free,0,Everyone,Libraries & Demo,"April 23, 2018",4.4.2,2.3.3 and up
Blood Pressure Tracker,MEDICAL,4,11,1.8,1000,Free,0,Everyone,Medical,"November 8, 2017",1.1.1,4.0 and up
Critical Care Paramedic Review,MEDICAL,4.4,17,1.8,1000,Paid,9.99,Everyone 10+,Medical,"May 14, 2018",2.0.5,4.4W and up
I am Rich Person,LIFESTYLE,4.2,134,1.8,1000,Paid,37.99,Everyone,Lifestyle,"July 18, 2017",1,4.0.3 and up
Brainf*ck Interpreter,FAMILY,4,24,1.9,1000,Free,0,Mature 17+,Entertainment,"September 3, 2016",1.0.6,2.3 and up
Co Checker,TOOLS,1.9,12,2,1000,Free,0,Everyone,Tools,"October 20, 2017",1.8.6,4.3 and up
Dp For FB,PHOTOGRAPHY,4.5,12,2,1000,Free,0,Teen,Photography,"October 19, 2017",1,4.1 and up
2019 Tricks Es File Explores,TOOLS,3,4,2,1000,Free,0,Everyone,Tools,"March 16, 2016",1,2.2 and up
FlexRelease CX,BUSINESS,NaN,4,2,1000,Free,0,Everyone,Business,"July 25, 2016",1.5.0,2.3.3 and up
Instant Ba-dum-tss,FAMILY,4,13,2,1000,Free,0,Everyone,Entertainment,"September 23, 2015",1,1.6 and up
Alerte au gogol,FAMILY,NaN,14,2,1000,Free,0,Everyone,Entertainment,"February 9, 2018",1.0.0.0,4.0 and up
Sam.BN,TOOLS,NaN,83,2,1000,Free,0,Everyone,Tools,"March 27, 2015",1.0.0,4.0.3 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi,FAMILY,4.7,3,2,1000,Free,0,Everyone,Entertainment,"August 10, 2017",1,4.1 and up
Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2,1000,Paid,0.99,Everyone,Video Players & Editors,"June 21, 2018",3.3.2,4.0.3 and up
DW Contacts widget,TOOLS,4.3,56,2,1000,Paid,0.99,Everyone,Tools,"June 5, 2014",1.1.0.0,2.1 and up
Florida Tides & Weather,WEATHER,3.8,30,2,1000,Paid,6.99,Everyone,Weather,"May 6, 2015",2.0.0,2.3 and up
AP® Guide,FAMILY,5,3,2.1,1000,Free,0,Everyone,Education,"July 31, 2017",1.3,4.0.3 and up
DS App Manager,TOOLS,4.6,14,2.1,1000,Free,0,Everyone,Tools,"March 21, 2015",1,2.3 and up
CS Browser | #1 & BEST BROWSER,COMMUNICATION,3.8,52,2.1,1000,Free,0,Everyone,Communication,"August 28, 2015",2,3.0 and up
EZ LED,TOOLS,2.2,19,2.1,1000,Free,0,Everyone,Tools,"September 5, 2017",1.1,4.3 and up
Fix Deposit Calculator (FD),FINANCE,4.1,7,2.1,1000,Free,0,Everyone,Finance,"February 6, 2018",1,4.0.3 and up
ePazar.bg,SHOPPING,NaN,28,2.1,1000,Free,0,Everyone,Shopping,"January 7, 2017",3,3.0 and up
CB Trader,FINANCE,4.7,11,2.2,1000,Free,0,Everyone,Finance,"April 11, 2018",1.6.1,4.0 and up
Commission Manager,PRODUCTIVITY,3.2,12,2.2,1000,Free,0,Everyone,Productivity,"March 26, 2015",1.0.0.0,2.3.3 and up
CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2.2,1000,Free,0,Everyone,Health & Fitness,"October 30, 2015",1.1.2,4.0 and up
bp e-store,BOOKS_AND_REFERENCE,4.4,52,2.2,1000,Free,0,Everyone,Books & Reference,"January 15, 2016",2.0.7,4.0 and up
Bihar Land Records - RoR and EB Quick Pay,TOOLS,4,8,2.2,1000,Free,0,Everyone,Tools,"August 7, 2018",1.0.1,5.0 and up
EU Flag Live Wallpaper,PERSONALIZATION,NaN,19,2.3,1000,Free,0,Everyone,Personalization,"June 9, 2016",1,2.3 and up
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5,104,2.3,1000,Free,0,Everyone,Finance,"August 7, 2018",2.1.0,4.1 and up
CG - Chemistry free,FAMILY,5,7,2.3,1000,Free,0,Everyone,Education,"May 25, 2018",1,4.0.3 and up
Access Point Proximity,TOOLS,NaN,5,2.3,1000,Free,0,Everyone,Tools,"June 28, 2018",2.1.1,5.0 and up
D-H Pharmacy,LIFESTYLE,5,6,2.3,1000,Free,0,Everyone,Lifestyle,"May 4, 2016",v6.1,2.2 and up
e-Docente EI/anos iniciais EF,FAMILY,NaN,2,2.3,1000,Free,0,Everyone,Education,"May 22, 2018",1.0.0,4.1 and up
Noticias DF,SOCIAL,NaN,2,2.3,1000,Free,0,Everyone,Social,"May 25, 2015",1,2.3 and up
TN EC Online New,SOCIAL,NaN,7,2.3,1000,Free,0,Teen,Social,"July 21, 2018",2.1,4.0 and up
Company Kitchen Inventory,BUSINESS,NaN,3,2.3,1000,Free,0,Everyone,Business,"July 16, 2015",2.38,4.0 and up
CG Freelancer,NEWS_AND_MAGAZINES,4.7,10,2.3,1000,Free,0,Everyone,News & Magazines,"July 30, 2014",2.0.1,4.1 and up
EZ Financial Calculator,FINANCE,4.4,32,2.3,1000,Free,0,Everyone,Finance,"January 13, 2018",2.3,4.4 and up
Bangla Calendar 1425: (EN-BN-AR) Holiday,LIFESTYLE,4.5,31,2.3,1000,Free,0,Everyone,Lifestyle,"April 21, 2018",2.1.0,4.1 and up
Walk Freely (Ec Shlire),TOOLS,4.7,62,2.3,1000,Free,0,Everyone,Tools,"November 13, 2017",1.1.3,4.1 and up
2048 BTS J Hope KPop Puzzle Game,FAMILY,4.7,17,2.4,1000,Free,0,Everyone,Puzzle,"September 26, 2017",1,2.3.3 and up
Leica CL,PHOTOGRAPHY,2.6,8,2.4,1000,Free,0,Everyone,Photography,"November 21, 2017",1,4.1 and up
FQ METER,PRODUCTIVITY,3.9,17,2.4,1000,Free,0,Everyone,Productivity,"April 23, 2017",1.1,4.0 and up
EG-Boost,BUSINESS,4.1,25,2.4,1000,Free,0,Everyone,Business,"November 27, 2017",7,2.3.3 and up
EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,2.4,1000,Free,0,Everyone,Tools,"October 26, 2017",2,4.1 and up
Benefit Extras Mobile App,HEALTH_AND_FITNESS,2.3,3,2.4,1000,Free,0,Everyone,Health & Fitness,"July 18, 2018",6,5.0 and up
Blood Pressure,MEDICAL,NaN,10,2.4,1000,Free,0,Everyone,Medical,"March 14, 2015",1,2.3 and up
WiFi Monitor Pro - analyzer of Wi-Fi networks,TOOLS,4.6,85,2.4,1000,Paid,2.99,Everyone,Tools,"July 5, 2018",1.9,4.0 and up
Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35,2.4,1000,Paid,7.99,Everyone,Health & Fitness,"August 8, 2018",1.9.3,4.2 and up
Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2.4,1000,Paid,7.99,Everyone,Productivity,"March 16, 2017",3,4.0.3 and up
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,"October 22, 2014",2.0.2,4.0 and up
EMT PASS,MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,Medical,"October 22, 2014",2.0.2,4.0 and up
EV Stations Hawaii,MAPS_AND_NAVIGATION,3.6,7,2.5,1000,Free,0,Everyone,Maps & Navigation,"May 30, 2017",3.0.6,4.1 and up
BF Beautiful Nature,FAMILY,3.6,5,2.5,1000,Free,0,Mature 17+,Entertainment,"June 11, 2015",4.1,3.0 and up
BF CG View Wallpapers,FAMILY,3.6,13,2.5,1000,Free,0,Teen,Entertainment,"June 19, 2015",3,3.0 and up
Currency Exchange DZ,FINANCE,NaN,4,2.5,1000,Free,0,Everyone,Finance,"November 10, 2016",1,2.3 and up
Access Point Browser,TOOLS,4.2,25,2.5,1000,Free,0,Everyone,Tools,"September 22, 2017",3.11,4.3 and up
"Calendars (En, Bn, Ar)",PRODUCTIVITY,4.6,27,2.5,1000,Free,0,Everyone,Productivity,"June 5, 2017",1.2.3,4.0 and up
BF CG Abstract Pictures,FAMILY,4.7,6,2.5,1000,Free,0,Teen,Entertainment,"June 19, 2015",2.7,3.0 and up
BF 3d Images,FAMILY,4.3,19,2.5,1000,Free,0,Teen,Entertainment,"June 17, 2015",4.5,3.0 and up
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5,1000,Free,0,Everyone,Entertainment,"January 20, 2018",5,4.0 and up
BF 3d View Wallpapers,FAMILY,NaN,4,2.5,1000,Free,0,Teen,Entertainment,"June 18, 2015",4.6,3.0 and up
DX Alert,TOOLS,4.1,27,2.5,1000,Free,0,Everyone,Tools,"April 28, 2016",1.131,3.2 and up
Eternal life,LIBRARIES_AND_DEMO,5,26,2.5,1000,Free,0,Everyone,Libraries & Demo,"May 24, 2018",1,1.6 and up
BG+Phone Backup,PRODUCTIVITY,4.8,16,2.6,1000,Free,0,Everyone,Productivity,"February 17, 2017",1.0.3,2.3 and up
BR Chat Bot,SOCIAL,1.9,16,2.6,1000,Free,0,Everyone,Social,"June 30, 2016",1,4.0 and up
Movie DB,FAMILY,NaN,10,2.6,1000,Free,0,Teen,Entertainment,"December 10, 2016",1.0.1,4.2 and up
eChallan Andhra Pradesh (AP),SOCIAL,3,5,2.6,1000,Free,0,Teen,Social,"February 15, 2018",1.0.0.4,4.1 and up
Anti Mosquito simulation,MEDICAL,4.2,74,2.6,1000,Paid,1.5,Everyone,Medical,"September 6, 2014",1,2.3.3 and up
FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,12,2.7,1000,Free,0,Everyone,Finance,"June 13, 2018",2.1,5.0 and up
Fuel Calculator for EY,TOOLS,4.7,32,2.7,1000,Free,0,Everyone,Tools,"June 15, 2018",1.11,2.1 and up
Blood Pressure - Stay Healthy,MEDICAL,4.6,7,2.7,1000,Free,0,Everyone,Medical,"April 16, 2018",43,4.0.3 and up
AG Screen Recorder,TOOLS,3.7,7,2.7,1000,Free,0,Everyone,Tools,"April 3, 2018",3,5.0 and up
Autoroute.EU,BUSINESS,NaN,10,2.7,1000,Free,0,Everyone,Business,"July 19, 2016",2.6,4.0.3 and up
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7,1000,Paid,1.99,Everyone,Tools,"March 7, 2018",2,4.3 and up
I am rich (Most expensive app),FINANCE,4.1,129,2.7,1000,Paid,399.99,Teen,Finance,"December 6, 2017",2,4.0.3 and up
R Programming Tutorial,FAMILY,NaN,5,2.8,1000,Free,0,Everyone,Education,"May 14, 2017",1,4.0.3 and up
Chat With Artificial Intelligence,FAMILY,3.2,32,2.8,1000,Free,0,Everyone,Entertainment,"May 10, 2018",1,4.0 and up
BG Cable TV,FAMILY,NaN,5,2.8,1000,Free,0,Everyone,Entertainment,"February 25, 2018",1,4.1 and up
i am rich,BUSINESS,3.9,213,2.9,1000,Free,0,Everyone,Business,"June 9, 2018",1,4.0 and up
Ivanti AE Agent,BUSINESS,NaN,1,2.9,1000,Free,0,Everyone,Business,"May 10, 2018",11.0.0,4.0.3 and up
Learn R - Programming Concepts,FAMILY,3.5,6,2.9,1000,Free,0,Everyone,Education,"April 25, 2017",1.0.1,4.0.3 and up
R Programming Language,FAMILY,3.8,39,2.9,1000,Free,0,Everyone,Education,"December 21, 2017",1,4.2 and up
High Blood Pressure,MEDICAL,3.8,4,2.9,1000,Free,0,Everyone,Medical,"June 1, 2016",1,3.0 and up
I am extremely Rich,LIFESTYLE,2.9,41,2.9,1000,Paid,379.99,Everyone,Lifestyle,"July 1, 2018",1,4.0 and up
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3,1000,Free,0,Everyone,Tools,"March 17, 2018",1.2,4.2 and up
FE Mix - Jokes - Status - Wallpaper,FAMILY,NaN,3,3,1000,Free,0,Everyone,Entertainment,"June 2, 2018",2.1,4.4 and up
Morse Notifier Free,TOOLS,4.6,79,3,1000,Free,0,Everyone,Tools,"November 8, 2017",2.9.9,4.0.3 and up
QR & Barcode Scanner BX PRO,TOOLS,NaN,4,3,1000,Free,0,Everyone,Tools,"October 30, 2017",1,4.2 and up
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3,1000,Free,0,Everyone,Tools,"July 18, 2017",1.01,4.0 and up
Ay Yıldız Keyboard,TOOLS,NaN,26,3,1000,Free,0,Everyone,Tools,"May 23, 2018",1.2,4.4 and up
DM security - Dragon Mobile,TOOLS,3.9,27,3,1000,Free,0,Everyone,Tools,"April 26, 2017",1.1.1,4.1 and up
Bk Usha behn,LIFESTYLE,5,10,3,1000,Free,0,Everyone,Lifestyle,"January 14, 2018",1,4.1 and up
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,3,1000,Free,0,Everyone,Medical,"January 17, 2018",1,4.3 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3,1000,Paid,2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
Quiz DC,GAME,1.4,33,3.1,1000,Free,0,Everyone,Trivia,"December 25, 2017",1.1,4.1 and up
BU Calculator,FAMILY,4.6,69,3.1,1000,Free,0,Everyone,Education,"July 24, 2017",2.4,4.0.3 and up
Alarm.fo – choose your info,SOCIAL,4.4,19,3.1,1000,Free,0,Everyone,Social,"May 29, 2018",1.4.8,4.1 and up
WISE- MOBILE PORTAL,TOOLS,NaN,3,1,500,Free,0,Everyone,Tools,"July 30, 2015",1.0.0.4,2.2 and up
BL PowerPoint Remote,TOOLS,4.3,33,1,500,Paid,3.99,Everyone,Tools,"February 25, 2015",2.6.150226,2.3 and up
Saiyan Of CW,FAMILY,3.8,5,1.1,500,Free,0,Everyone,Role Playing,"July 31, 2018",2.0.10,4.0.3 and up
BH INVEST,FINANCE,NaN,7,1.1,500,Free,0,Everyone,Finance,"February 5, 2016",1.3,3.2 and up
Aj Di Awaaz,NEWS_AND_MAGAZINES,NaN,9,1.1,500,Free,0,Everyone,News & Magazines,"September 7, 2016",1,4.1 and up
FP BW LCD View,FAMILY,3.4,16,1.2,500,Free,0,Everyone,Entertainment,"March 31, 2016",1,4.0.3 and up
Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2,500,Free,0,Everyone,Entertainment,"May 4, 2016",1,4.0.3 and up
Wifi BT Scanner,FAMILY,5,2,1.2,500,Free,0,Everyone,Education,"November 3, 2016",1,4.0.3 and up
BC Hospital Wait Times,MEDICAL,4.2,8,1.2,500,Free,0,Everyone,Medical,"January 19, 2016",1.2,4.1 and up
FHR 5-Tier 2.0,MEDICAL,5,2,1.2,500,Paid,2.99,Everyone,Medical,"December 16, 2015",1,4.0 and up
Theme fo Oppo A30 Wallpaper & Icon,BUSINESS,NaN,7,1.3,500,Free,0,Everyone,Business,"August 18, 2017",1.0.0,2.3.3 and up
Bazar.af,SHOPPING,4.7,13,1.3,500,Free,0,Everyone,Shopping,"July 7, 2017",cli-6.5.0,4.0 and up
DF BugMeNot,SOCIAL,NaN,7,1.4,500,Free,0,Teen,Social,"October 29, 2015",1,5.0 and up
CW BLE Peripheral Simulator,COMMUNICATION,NaN,2,1.5,500,Free,0,Everyone,Communication,"March 8, 2017",1,4.4 and up
DZ Urgences,FAMILY,NaN,16,1.6,500,Free,0,Everyone,Education,"December 21, 2016",2,4.0 and up
Pin-fo,FAMILY,4.6,19,1.6,500,Free,0,Everyone,Entertainment,"August 15, 2016",3rd Release Aug 2016,2.2 and up
Rádio Sol Nascente DF,COMMUNICATION,NaN,12,1.6,500,Free,0,Everyone,Communication,"July 28, 2016",3.1,2.3 and up
MBU DX Cluster,TOOLS,4,5,1.6,500,Free,0,Everyone,Tools,"June 16, 2015",0.0.1,2.3.3 and up
SmartCircle Remote DS,BUSINESS,NaN,2,1.6,500,Free,0,Everyone,Business,"May 22, 2018",2.983,5.0 and up
DM Buddy » Learn Digital Marketing,FAMILY,5,3,1.7,500,Free,0,Everyone,Education,"July 11, 2017",2.1,4.1 and up
DCUO|CR Calculator Pro,TOOLS,4.6,82,1.7,500,Paid,0.99,Everyone,Tools,"August 14, 2017",3.3,3.0 and up
Calculator CM,TOOLS,4.4,8,1.8,500,Free,0,Everyone,Tools,"March 9, 2015",1,2.3 and up
IP address BW,PRODUCTIVITY,NaN,7,1.8,500,Free,0,Everyone,Productivity,"November 20, 2014",1,2.2 and up
BM Tahmin: Ücretsiz İddaa Tahminleri,SPORTS,NaN,7,1.9,500,Free,0,Everyone,Sports,"December 11, 2017",1.3,4.0.3 and up
Neon Blue Gaming Wallpaper&Theme fo Lenovo K8 Note,BUSINESS,4.6,7,2,500,Free,0,Everyone,Business,"August 24, 2017",1.0.0,2.3.3 and up
CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2,500,Free,0,Everyone,Shopping,"February 3, 2017",1.5,3.0 and up
BL Holo Theme,PERSONALIZATION,4.4,18,2.1,500,Paid,2,Everyone,Personalization,"July 1, 2013",1.0.3,2.1 and up
Casual Sic Bo (骰寶),FAMILY,4,3,2.2,500,Free,0,Teen,Casual,"July 22, 2018",1.1.1,5.0 and up
Fast Notes FJ,PRODUCTIVITY,4.2,12,2.2,500,Free,0,Everyone,Productivity,"August 12, 2014",8.0.0,2.2 and up
EC music dictionary,TOOLS,4.4,20,2.2,500,Paid,1.99,Everyone,Tools,"December 29, 2014",2.1,3.0 and up
Tips Microsoft Dynamics Ax,PRODUCTIVITY,NaN,1,2.3,500,Free,0,Everyone,Productivity,"July 8, 2017",1,4.1 and up
Lyrics of Ek Paheli Leela,FAMILY,5,4,2.3,500,Free,0,Everyone,Entertainment,"April 23, 2016",1,4.0 and up
Robin - DC Movie Collection,FAMILY,NaN,1,2.3,500,Free,0,Everyone,Entertainment,"November 19, 2017",1.0.1,4.0 and up
EJ.by,NEWS_AND_MAGAZINES,NaN,10,2.3,500,Free,0,Everyone,News & Magazines,"October 27, 2015",1.2,4.0.3 and up
iCard BD Plus,SOCIAL,5,2,2.4,500,Free,0,Everyone,Social,"July 15, 2016",3.7.5,2.0 and up
CJ's Coffee Cafe,TRAVEL_AND_LOCAL,5,6,2.4,500,Free,0,Everyone,Travel & Local,"August 21, 2017",7.5.0,4.0.3 and up
BH Patrole,AUTO_AND_VEHICLES,4.8,27,2.5,500,Free,0,Everyone,Auto & Vehicles,"February 15, 2018",2,4.4 and up
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5,500,Free,0,Everyone,Entertainment,"August 23, 2016",1.2,4.2 and up
YourTube Video Views BG,VIDEO_PLAYERS,NaN,8,2.5,500,Free,0,Everyone,Video Players & Editors,"November 12, 2015",1.1.1,4.0 and up
Best CG Photography,FAMILY,NaN,1,2.5,500,Free,0,Unrated,Entertainment,"June 24, 2015",5.2,3.0 and up
Br Browser,SOCIAL,4.9,29,2.5,500,Free,0,Everyone,Social,"March 20, 2018",5,5.0 and up
CX Ram Booster,TOOLS,3.9,12,2.5,500,Free,0,Everyone,Tools,"June 2, 2017",1,2.2 and up
BC Pizza,LIFESTYLE,2.3,3,2.6,500,Free,0,Everyone,Lifestyle,"January 12, 2016",1,4.2 and up
FR Calculator,FAMILY,4,7,2.6,500,Free,0,Everyone,Education,"June 18, 2017",1.0.0,4.1 and up
Sanu Ek Pal Chain - Raid,TOOLS,NaN,1,2.6,500,Free,0,Everyone,Tools,"May 12, 2018",2,4.4W and up
Exam Result BD,FAMILY,5,2,2.6,500,Free,0,Everyone,Education,"July 22, 2017",1,3.2 and up
ES-1,COMMUNICATION,NaN,6,2.7,500,Free,0,Everyone,Communication,"July 5, 2016",1,1.6 and up
BG Television,FAMILY,NaN,3,2.8,500,Free,0,Everyone,Entertainment,"December 10, 2017",1,4.1 and up
C-E Federal Credit Union,FINANCE,NaN,1,2.8,500,Free,0,Everyone,Finance,"March 23, 2018",3.0.6,4.1 and up
CJ Camcorder,VIDEO_PLAYERS,4.7,3,2.8,500,Free,0,Everyone,Video Players & Editors,"November 26, 2017",1,4.0 and up
BG Monitor Diabetes Pro,MEDICAL,4.6,87,2.8,500,Paid,5.99,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0,Everyone,Medical,"July 21, 2018",1.1,4.0.3 and up
DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9,500,Free,0,Everyone,Video Players & Editors,"October 20, 2015",1.7,5.0 and up
Aqw&3d Design Notes Manager,FAMILY,4.5,11,2.9,500,Free,0,Everyone,Entertainment,"August 15, 2017",3,4.0.3 and up
La Fe de Jesús,BOOKS_AND_REFERENCE,NaN,10,2.9,500,Free,0,Everyone,Books & Reference,"August 23, 2017",1,4.0.3 and up
JH Blood Pressure Monitor,MEDICAL,3.7,9,2.9,500,Free,0,Everyone,Medical,"July 21, 2018",1.1,4.0.3 and up
Antenna Tool Premium,TOOLS,4.5,14,2.9,500,Paid,0.99,Everyone,Tools,"October 26, 2017",2.2,4.0.3 and up
W Pro - Weather Forecast & Animated Weather Maps,WEATHER,3.8,11,2.9,500,Paid,1.99,Everyone,Weather,"April 23, 2018",1,4.1 and up
Qu'est ce qui est jaune et qui attend ?,FAMILY,NaN,10,3,500,Free,0,Everyone,Entertainment,"July 13, 2017",1.1 (j'sais pas),4.4 and up
White Classic Petite Watch Theme for DW,LIFESTYLE,NaN,2,3,500,Free,0,Everyone,Lifestyle,"July 24, 2018",1.1.1,4.0 and up
B. R. Ambedkar Jayanti SMS,PERSONALIZATION,NaN,0,3,500,Free,0,Everyone,Personalization,"March 19, 2018",1.2,4.0.3 and up
DW Cleaner,TOOLS,NaN,7,3,500,Free,0,Everyone,Tools,"August 5, 2018",1.7,4.0 and up
EC Tax,FINANCE,4.9,8,3.1,500,Free,0,Everyone,Finance,"February 9, 2018",1.2,4.0.3 and up
EO Forum,BUSINESS,NaN,0,1.1,100,Free,0,Everyone,Business,"April 5, 2013",1.1,2.1 and up
DM Collection,SHOPPING,NaN,3,1.2,100,Free,0,Everyone,Shopping,"June 25, 2015",1.1,2.2 and up
Register.ca Mobile,PRODUCTIVITY,NaN,0,1.2,100,Free,0,Everyone,Productivity,"August 19, 2016",2,5.0 and up
Contents Provider(C.P.)Explorer,TOOLS,4,1,1.2,100,Free,0,Everyone,Tools,"June 20, 2018",5,3.0 and up
Movement BE,SOCIAL,5,20,1.2,100,Free,0,Teen,Social,"November 10, 2016",1.2,4.4 and up
CP Parquet,LIFESTYLE,NaN,2,1.2,100,Free,0,Everyone,Lifestyle,"May 11, 2016",1.0.2,4.0 and up
CA Speakers,LIFESTYLE,5,12,1.2,100,Paid,0.99,Teen,Lifestyle,"March 25, 2014",1,3.0 and up
BL IP-Camera,TOOLS,4.3,15,1.2,100,Paid,3.99,Everyone,Tools,"June 5, 2014",1.3.140606,2.3 and up
Ad Blocker for SayHi,DATING,NaN,4,1.2,100,Paid,3.99,Teen,Dating,"August 2, 2018",1.2,4.0.3 and up
500 AP World History Questions,FAMILY,4.7,7,1.2,100,Paid,9.99,Everyone,Education,"November 1, 2013",1.2,1.6 and up
Color CL,LIFESTYLE,5,2,1.3,100,Free,0,Everyone,Lifestyle,"February 2, 2017",1.01,4.0.3 and up
CG Wizard,TOOLS,NaN,6,1.3,100,Free,0,Everyone,Tools,"May 22, 2018",1.6d,5.0 and up
Coupon Mob - Discount Coupons,SHOPPING,3,2,1.3,100,Free,0,Everyone,Shopping,"May 30, 2018",6,3.0 and up
CY Konum,PERSONALIZATION,NaN,1,1.3,100,Free,0,Everyone,Personalization,"June 27, 2018",3,5.1 and up
DYPhyzio-Physiology Forum,FAMILY,NaN,4,1.3,100,Free,0,Everyone,Education,"August 22, 2017",1.1,4.1 and up
O'Route Orienteering,SPORTS,4.2,6,1.3,100,Paid,3.02,Everyone,Sports,"December 27, 2017",2.0.5,3.0 and up
LTC AS Legal,MEDICAL,4,6,1.3,100,Paid,39.99,Everyone,Medical,"April 4, 2018",3.0.1,4.1 and up
Summer Madness,EVENTS,NaN,4,1.4,100,Free,0,Everyone,Events,"July 26, 2018",1.107,4.0 and up
Digital FM Brasília DF,FAMILY,NaN,5,1.4,100,Free,0,Everyone,Entertainment,"September 22, 2017",1,2.3 and up
Trauma CT Head Rules,MEDICAL,NaN,2,1.4,100,Free,0,Everyone,Medical,"April 23, 2017",1.1,4.0.3 and up
CB Frequencies,TOOLS,4,5,1.4,100,Paid,0.99,Everyone,Tools,"December 24, 2015",1,4.0.3 and up
BL 1-Click Camera,PHOTOGRAPHY,NaN,4,1.4,100,Paid,3.99,Everyone,Photography,"August 18, 2016",2.0.160818,2.3 and up
DW Timer,TOOLS,5,9,1.5,100,Free,0,Everyone,Tools,"April 5, 2017",1,1.6 and up
BP Log lite,LIFESTYLE,5,3,1.5,100,Free,0,Everyone,Lifestyle,"November 15, 2014",1.1,2.2 and up
EI Calculator,TOOLS,4,8,1.5,100,Free,0,Everyone,Tools,"May 23, 2016",1.3,1.6 and up
CG Smart,SPORTS,NaN,2,1.5,100,Free,0,Everyone,Sports,"August 12, 2016",1.4,4.0.3 and up
EP Kalkulator el. energije,TOOLS,4.4,13,1.5,100,Free,0,Everyone,Tools,"February 20, 2015",4,4.0 and up
G-NetWiFi Pro,TOOLS,3.3,6,1.5,100,Paid,5.99,Everyone,Tools,"June 18, 2018",3.2,4.0 and up
most expensive app (H),FAMILY,4.3,6,1.5,100,Paid,399.99,Everyone,Entertainment,"July 16, 2018",1,7.0 and up
EC Apps List,TOOLS,4.5,2,1.6,100,Free,0,Everyone,Tools,"February 12, 2015",1.3,4.0 and up
BV,COMMUNICATION,5,3,1.6,100,Free,0,Everyone,Communication,"August 4, 2016","1,01",3.0 and up
CT-REMOTE,GAME,3.3,19,1.6,100,Paid,4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up
Bw Events,EVENTS,4.4,16,1.7,100,Free,0,Everyone,Events,"August 9, 2016",1,4.0 and up
West Central Ag,BUSINESS,NaN,3,1.7,100,Free,0,Everyone,Business,"January 16, 2017",1.2,4.0 and up
CQ Key,TOOLS,NaN,0,1.7,100,Free,0,Everyone,Tools,"April 26, 2018",1.03,4.0 and up
Radio FG Paris Underground,FAMILY,NaN,3,1.7,100,Free,0,Teen,Entertainment,"July 26, 2015",2,2.2 and up
Bm,FAMILY,NaN,1,1.7,100,Free,0,Everyone,Puzzle,"September 21, 2016",1,4.0.3 and up
AG Fast Service Automotive,AUTO_AND_VEHICLES,NaN,5,1.7,100,Free,0,Everyone,Auto & Vehicles,"June 12, 2018",1.0.8,4.4 and up
AW Radio,FAMILY,NaN,1,1.7,100,Free,0,Teen,Entertainment,"June 24, 2015",2,2.2 and up
Railroad Radio Vancouver BC,FAMILY,5,4,1.7,100,Free,0,Teen,Entertainment,"June 28, 2015",1,2.2 and up
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100,Free,0,Everyone,Video Players & Editors,"April 22, 2018",1.6.3.1,5.0 and up
EY Digi India Personal Tax,BUSINESS,4,2,1.7,100,Free,0,Everyone,Business,"May 24, 2018",5,4.0.3 and up
