app,installs,type,content,genre,version,reviews,rating,size,price
Granny,"50,000,000+",Free,Teen,Arcade,4.0 and up,1138239,4.5,59,0
Granny,"50,000,000+",Free,Teen,Arcade,4.0 and up,1138239,4.5,59,0
Granny,"50,000,000+",Free,Teen,Arcade,4.0 and up,1138239,4.5,59,0
DW Audio,"1,000+",Free,Everyone,Education,4.1 and up,38,4.9,5,0
Cute Pet Puppies,"1,000,000+",Free,Everyone,Simulation;Action & Adventure,2.3 and up,10447,4,36,0
CB Martial Arts,10+,Free,Everyone,Health & Fitness,4.1 and up,0,,8.7,0
Tasker,"1,000,000+",Paid,Everyone,Tools,Varies with device,43045,4.6,,2.99
Dinosaur Simulator: Dino World,"5,000,000+",Free,Teen,Action,4.2 and up,26649,4,66,0
Familyfirst Messenger,10+,Free,Everyone,Medical,4.4 and up,1,4,3.3,0
MLB Ballpark,"1,000,000+",Free,Everyone,Sports,4.2 and up,5510,3.9,32,0
MLB Ballpark,"1,000,000+",Free,Everyone,Sports,4.2 and up,5510,3.9,32,0
AV HD Video Player,"1,000+",Free,Everyone,Entertainment,4.4 and up,6,3.8,23,0
EO SA Benefits,10+,Free,Everyone,Business,2.3.3 and up,0,,0.518,0
Mad Skills Motocross,"1,000,000+",Free,Everyone,Racing,2.0 and up,32522,4,44,0
Volvo CE Insider,"1,000+",Free,Everyone,Business,4.0.3 and up,45,4.2,24,0
Zombie Tsunami,"100,000,000+",Free,Everyone 10+,Arcade,Varies with device,4921409,4.4,,0
Zombie Tsunami,"100,000,000+",Free,Everyone 10+,Arcade,Varies with device,4921409,4.4,,0
Zombie Tsunami,"100,000,000+",Free,Everyone 10+,Arcade,Varies with device,4921409,4.4,,0
Zombie Tsunami,"100,000,000+",Free,Everyone 10+,Arcade,Varies with device,4921409,4.4,,0
Zombie Tsunami,"100,000,000+",Free,Everyone 10+,Arcade,Varies with device,4921409,4.4,,0
Fill 'er Up,"5,000+",Free,Everyone,Travel & Local,1.6 and up,58,3.2,0.018,0
"edX - Online Courses by Harvard, MIT & more","1,000,000+",Free,Everyone 10+,Education,4.1 and up,32381,4.6,10,0
"edX - Online Courses by Harvard, MIT & more","1,000,000+",Free,Everyone 10+,Education,4.1 and up,32381,4.6,10,0
Cy-Fair Christian Church,100+,Free,Everyone,Lifestyle,4.1 and up,2,5,9.3,0
Children Educational Game Full,"1,000+",Paid,Everyone,Educational;Education,Varies with device,30,4.7,,7.49
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,"100,000,000+",Free,Mature 17+,Action,Varies with device,7672495,4.6,,0
F.A Sumon songs,"1,000+",Free,Everyone,Entertainment,4.1 and up,6,,5.4,0
Larry H Miller Automotive,"10,000+",Free,Everyone,Productivity,4.0.3 and up,67,3.1,8.3,0
My Truck,"10,000+",Free,Everyone,Tools,4.2 and up,247,2.5,8.2,0
EM Launcher for EMUI,"500,000+",Free,Everyone,Personalization,4.1 and up,3175,4.1,2.3,0
Android Messages,"100,000,000+",Free,Everyone,Communication,Varies with device,781810,4.2,,0
Android Messages,"100,000,000+",Free,Everyone,Communication,Varies with device,781810,4.2,,0
Beauty Rental Shop,"100,000+",Free,Everyone,Simulation,4.4 and up,11480,4.6,93,0
Hill Climb Racing,"100,000,000+",Free,Everyone,Racing,4.2 and up,8923847,4.4,63,0
Hill Climb Racing,"100,000,000+",Free,Everyone,Racing,4.2 and up,8923847,4.4,63,0
Hill Climb Racing,"100,000,000+",Free,Everyone,Racing,4.2 and up,8923847,4.4,63,0
Hill Climb Racing,"100,000,000+",Free,Everyone,Racing,4.2 and up,8923847,4.4,63,0
Wallpapers DAF CF 85 Trucks,10+,Free,Teen,Personalization,4.1 and up,0,,16,0
"Sticker Camera - Selfie Filters, Beauty Camera","500,000+",Free,Everyone,Beauty,4.0.3 and up,2277,3.9,22,0
Events High - Meet Your City!,"100,000+",Free,Everyone 10+,Events,Varies with device,3200,4.2,,0
Asana: organize team projects,"1,000,000+",Free,Everyone,Business,5.0 and up,20815,4.3,10,0
Asana: organize team projects,"1,000,000+",Free,Everyone,Business,5.0 and up,20815,4.3,10,0
TextNow - free text + calls,"10,000,000+",Free,Everyone,Social,Varies with device,441189,4.4,,0
TextNow - free text + calls,"10,000,000+",Free,Everyone,Social,Varies with device,441189,4.4,,0
EI!,10+,Free,Everyone,Productivity,4.1 and up,0,,7.7,0
Flipkart Online Shopping App,"100,000,000+",Free,Teen,Shopping,Varies with device,6003590,4.4,,0
Flipkart Online Shopping App,"100,000,000+",Free,Teen,Shopping,Varies with device,6003590,4.4,,0
Google Photos,"1,000,000,000+",Free,Everyone,Photography,Varies with device,10858556,4.5,,0
Google Photos,"1,000,000,000+",Free,Everyone,Photography,Varies with device,10858556,4.5,,0
Google Photos,"1,000,000,000+",Free,Everyone,Photography,Varies with device,10858556,4.5,,0
Google Photos,"1,000,000,000+",Free,Everyone,Photography,Varies with device,10858556,4.5,,0
Run with Map My Run,"5,000,000+",Free,Everyone,Health & Fitness,5.0 and up,183669,4.5,57,0
Run with Map My Run,"5,000,000+",Free,Everyone,Health & Fitness,5.0 and up,183669,4.5,57,0
Run with Map My Run,"5,000,000+",Free,Everyone,Health & Fitness,5.0 and up,183669,4.5,57,0
Quotes,"10,000+",Free,Everyone,Libraries & Demo,4.0.3 and up,58,4.4,15,0
Clash of Clans,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,98,0
Clash of Clans,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,98,0
Clash of Clans,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,98,0
Clash of Clans,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,44891723,4.6,98,0
The CW,"5,000,000+",Free,Teen,Entertainment,4.4 and up,288150,4.4,21,0
The CW,"5,000,000+",Free,Teen,Entertainment,4.4 and up,288150,4.4,21,0
The CW,"5,000,000+",Free,Teen,Entertainment,4.4 and up,288150,4.4,21,0
The CW,"5,000,000+",Free,Teen,Entertainment,4.4 and up,288150,4.4,21,0
Calorie Counter - EasyFit free,"1,000,000+",Free,Everyone,Health & Fitness,4.1 and up,50294,4.7,11,0
Citibanamex Movil,"5,000,000+",Free,Everyone,Finance,5.0 and up,52306,3.6,42,0
BJ Bridge Acol Beginner 2018,"5,000+",Free,Everyone,Card,4.0 and up,11,3.7,4.8,0
News360: Personalized News,"1,000,000+",Free,Teen,News & Magazines,Varies with device,30722,4.4,,0
U Camera : Phone 6s OS 9 style,"500,000+",Free,Everyone,Photography,4.0 and up,2158,4.2,3,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Duolingo: Learn Languages Free,"100,000,000+",Free,Everyone,Education;Education,Varies with device,6290507,4.7,,0
Check Vehicle Tax,"10,000+",Free,Everyone,Auto & Vehicles,4.4 and up,295,3.9,2.7,0
Learn Basic C - For Beginners,"5,000+",Free,Everyone,Education,3.0 and up,27,4.7,0.772,0
FR Calculator,500+,Free,Everyone,Education,4.1 and up,7,4,2.6,0
Motocross Fun Simulator,"1,000,000+",Free,Everyone,Simulation,2.3.3 and up,22570,3.8,35,0
Live Talk - Free Text and Video Chat,"10,000+",Free,Mature 17+,Dating,4.0.3 and up,185,4.6,5,0
Live Talk - Free Text and Video Chat,"10,000+",Free,Mature 17+,Dating,4.0.3 and up,185,4.6,5,0
In to cm,10+,Free,Everyone,Tools,4.0.3 and up,0,,2.3,0
GO Weather EX Theme White,"500,000+",Free,Everyone,Weather,2.2 and up,8723,4.2,4.6,0
Backgrounds HD (Wallpapers),"100,000,000+",Free,Teen,Personalization,Varies with device,2390185,4.6,,0
Backgrounds HD (Wallpapers),"100,000,000+",Free,Teen,Personalization,Varies with device,2390185,4.6,,0
Genius Scan - PDF Scanner,"1,000,000+",Free,Everyone,Business,Varies with device,42492,4.4,,0
Genius Scan - PDF Scanner,"1,000,000+",Free,Everyone,Business,Varies with device,42492,4.4,,0
DS file,"1,000,000+",Free,Everyone,Productivity,4.1 and up,10676,4.1,12,0
DG Smart life,"1,000+",Free,Everyone,Tools,4.1 and up,14,2.1,28,0
Sketchfab,"50,000+",Free,Mature 17+,Entertainment,4.4 and up,906,4.3,9.2,0
DY Fitness,10+,Free,Everyone,Health & Fitness,4.1 and up,0,,43,0
Love Balls,"50,000,000+",Free,Everyone,Puzzle,4.1 and up,360630,4.2,40,0
Love Balls,"50,000,000+",Free,Everyone,Puzzle,4.1 and up,360630,4.2,40,0
Florida Lottery Results,"100,000+",Free,Everyone,News & Magazines,2.3.3 and up,763,4.1,2.2,0
Iqiyi (for tablet),"1,000,000+",Free,Teen,Video Players & Editors,4.0 and up,12764,3.6,25,0
"Free Professional Resume Builder, CV, Cover Letter","50,000+",Free,Everyone,Business,4.0 and up,831,4.2,11,0
"Ginger Keyboard - Emoji, GIFs, Themes & Games","5,000,000+",Free,Everyone,Productivity,4.1 and up,162831,4.4,43,0
"Poly Art: Paint by Sticker, Color by Number Puzzle","100,000+",Free,Everyone,Entertainment;Brain Games,4.1 and up,2100,4.4,,0
AF-STROKE,100+,Paid,Teen,Medical,2.1 and up,5,,0.902,5
Glow Hockey,"100,000,000+",Free,Everyone,Arcade,4.1 and up,1703479,4.1,,0
"sugar, sugar","10,000+",Paid,Everyone,Puzzle,2.3 and up,1405,4.2,9.5,1.2
Simple Habit Meditation,"500,000+",Free,Everyone,Health & Fitness,4.4 and up,11689,4.7,20,0
Simple Habit Meditation,"500,000+",Free,Everyone,Health & Fitness,4.4 and up,11689,4.7,20,0
Faceoff DP Battle App,"1,000+",Free,Everyone,Entertainment,4.4 and up,38,4.8,6.7,0
BTS V LINE Launcher theme,"100,000+",Free,Everyone,Personalization,4.0.3 and up,3283,4.8,3.6,0
HD Camera - silent shutter,"1,000,000+",Free,Everyone,Photography,3.2 and up,26530,4,3.9,0
Kick the Buddy,"50,000,000+",Free,Teen,Action,4.4 and up,1004709,4.3,,0
Kick the Buddy,"50,000,000+",Free,Teen,Action,4.4 and up,1004709,4.3,,0
Kick the Buddy,"50,000,000+",Free,Teen,Action,4.4 and up,1004709,4.3,,0
Kick the Buddy,"50,000,000+",Free,Teen,Action,4.4 and up,1004709,4.3,,0
Calculator Fn,500+,Free,Everyone,Tools,4.0 and up,9,,3.6,0
Restaurantführer Südbaden,"1,000+",Free,Everyone,Travel & Local,4.0 and up,46,4.1,12,0
Angry Birds Rio,"100,000,000+",Free,Everyone,Arcade,4.1 and up,2610680,4.4,46,0
Angry Birds Rio,"100,000,000+",Free,Everyone,Arcade,4.1 and up,2610680,4.4,46,0
Angry Birds Rio,"100,000,000+",Free,Everyone,Arcade,4.1 and up,2610680,4.4,46,0
Angry Birds Rio,"100,000,000+",Free,Everyone,Arcade,4.1 and up,2610680,4.4,46,0
Find Real Love — YouLove Premium Dating,"10,000,000+",Free,Mature 17+,Dating,4.1 and up,212626,4.5,11,0
Find Real Love — YouLove Premium Dating,"10,000,000+",Free,Mature 17+,Dating,4.1 and up,212626,4.5,11,0
Safe365 – Cell Phone GPS Locator For Your Family,"1,000,000+",Free,Everyone,Parenting,4.0.3 and up,11501,4.4,11,0
Deus Ex GO,"100,000+",Paid,Teen,Puzzle,4.2 and up,9699,4.5,23,0.99
বাংলা টিভি প্রো BD Bangla TV,"10,000+",Free,Everyone,Entertainment,4.0 and up,193,4.3,14,0
BEBONCOOL GAMEPAD V1.0,"100,000+",Free,Everyone,Arcade,4.0 and up,404,3.9,2.2,0
Meritrust CU Mobile Banking,"50,000+",Free,Everyone,Finance,5.0 and up,3661,4.7,14,0
Sya9a Maroc - FR,"5,000+",Free,Everyone,Education,4.1 and up,38,4.5,53,0
Smart Launcher 5,"10,000,000+",Free,Everyone,Personalization,Varies with device,512106,4.4,,0
Smart Launcher 5,"10,000,000+",Free,Everyone,Personalization,Varies with device,512106,4.4,,0
Wrestling Revolution 3D,"50,000,000+",Free,Teen,Sports,4.0 and up,989344,4.3,51,0
MYTO CZ,"5,000+",Free,Everyone,Maps & Navigation,4.1 and up,30,2.9,4.8,0
50 Healthy Slow Cooker Recipes,"10,000+",Free,Everyone 10+,Food & Drink,2.3.3 and up,196,4,9,0
ARK: Survival Evolved,"500,000+",Free,Teen,Adventure,7.0 and up,51523,3.8,36,0
Luxury Car Simulator,"1,000,000+",Free,Everyone,Simulation,2.3.3 and up,35989,3.9,46,0
Quran for All (Al-Huda Int.),"100,000+",Free,Everyone,Education,4.0 and up,6696,4.8,5.3,0
Fo Fo Fish,50+,Free,Everyone,Arcade,2.3 and up,5,3.4,21,0
FP Boss,1+,Free,Everyone,Finance,5.0 and up,1,,5.8,0
Crazy Bike attack Racing New: motorcycle racing,"5,000,000+",Free,Everyone,Racing,4.1 and up,20364,4.2,45,0
Hello Kitty Nail Salon,"50,000,000+",Free,Everyone,Casual;Pretend Play,4.1 and up,369378,4.2,24,0
Hello Kitty Nail Salon,"50,000,000+",Free,Everyone,Casual;Pretend Play,4.1 and up,369378,4.2,24,0
Co-op Connections,"1,000+",Free,Everyone,Shopping,4.1 and up,8,1.6,18,0
Couple - Relationship App,"1,000,000+",Free,Everyone,Social,2.3 and up,33249,4,8.4,0
Couple - Relationship App,"1,000,000+",Free,Everyone,Social,2.3 and up,33249,4,8.4,0
"BT Dating -Find your match, help cupid, be social","50,000+",Free,Mature 17+,Social,4.1 and up,158,4.1,26,0
Nursing Central,"10,000+",Free,Everyone,Medical,4.1 and up,168,4.3,5.8,0
Facebook,"1,000,000,000+",Free,Teen,Social,Varies with device,78158306,4.1,,0
Facebook,"1,000,000,000+",Free,Teen,Social,Varies with device,78158306,4.1,,0
Redbox,"10,000,000+",Free,Everyone,Entertainment,5.0 and up,115033,4.1,30,0
Neon-R (Red),100+,Paid,Everyone,Personalization,4.0.3 and up,25,4.7,41,0.99
Text Free: WiFi Calling App,"5,000,000+",Free,Everyone,Social,Varies with device,83488,4.2,,0
Text Free: WiFi Calling App,"5,000,000+",Free,Everyone,Social,Varies with device,83488,4.2,,0
Text Free: WiFi Calling App,"5,000,000+",Free,Everyone,Social,Varies with device,83488,4.2,,0
Garena Free Fire,"100,000,000+",Free,Teen,Action,4.0.3 and up,5476569,4.5,53,0
Garena Free Fire,"100,000,000+",Free,Teen,Action,4.0.3 and up,5476569,4.5,53,0
Garena Free Fire,"100,000,000+",Free,Teen,Action,4.0.3 and up,5476569,4.5,53,0
Garena Free Fire,"100,000,000+",Free,Teen,Action,4.0.3 and up,5476569,4.5,53,0
To Do List,"5,000,000+",Free,Everyone,Productivity,4.0 and up,253155,4.7,3.5,0
YAKALA AY,1+,Paid,Everyone,Arcade,4.1 and up,0,,14,0.99
Pixxy KWGT,"1,000+",Paid,Everyone,Personalization,5.0 and up,60,4.8,78,0.99
Guide to Nikon Df,10+,Paid,Everyone,Photography,4.0.3 and up,1,,0.663,29.99
Throw Knife,"100,000+",Free,Everyone,Simulation,4.1 and up,291,3.7,37,0
Kick Axe Bx,1+,Free,Everyone,Health & Fitness,4.0 and up,0,,9.3,0
Spanish English Translator,"10,000,000+",Free,Teen,Books & Reference,Varies with device,87919,4.2,,0
Spanish English Translator,"10,000,000+",Free,Teen,Books & Reference,Varies with device,87919,4.2,,0
DT Manager,500+,Free,Everyone,Productivity,2.3 and up,9,4,3.1,0
Anime et Manga Amino en Français,"50,000+",Free,Teen,Social,4.0.3 and up,3782,4.8,63,0
Driver Permit Test Prep DC DMV Driver's License Ed,"5,000+",Free,Everyone,Education,4.1 and up,78,4.7,11,0
X Construction,"100,000+",Paid,Everyone,Puzzle,2.3 and up,18612,4.5,8.5,1.49
Nova Launcher,"50,000,000+",Free,Everyone,Personalization,Varies with device,1121805,4.6,,0
Nova Launcher,"50,000,000+",Free,Everyone,Personalization,Varies with device,1121805,4.6,,0
Dr. Panda Town,"1,000,000+",Free,Everyone,Education;Pretend Play,Varies with device,36578,4,,0
Daily Horoscope,"10,000,000+",Free,Everyone,Lifestyle,Varies with device,407589,4.7,,0
Diary with lock,"10,000,000+",Free,Everyone,Lifestyle,4.1 and up,815280,4.6,4.4,0
Diary with lock,"10,000,000+",Free,Everyone,Lifestyle,4.1 and up,815280,4.6,4.4,0
Hotspot Shield Free VPN Proxy & Wi-Fi Security,"50,000,000+",Free,Everyone,Tools,4.1 and up,1116393,4.2,8.2,0
FK Zemun,10+,Free,Everyone,Sports,4.1 and up,3,,26,0
News.aw,10+,Free,Everyone,News & Magazines,2.2 and up,1,,1,0
Guns'n'Glory Premium,"100,000+",Paid,Everyone 10+,Strategy,2.3.3 and up,3570,4.4,21,2.99
Learn JavaScript,"1,000,000+",Free,Everyone,Education,4.0 and up,25183,4.6,5.4,0
BN PERKS™,100+,Free,Everyone,Lifestyle,4.0.3 and up,0,,15,0
Adivina el Emoji,"100,000+",Free,Everyone,Trivia,4.0.3 and up,2536,,32,0
CheckPoints 🏆 Rewards App,"1,000,000+",Free,Everyone,Shopping,4.3 and up,23187,4.1,25,0
BW-Joseki,"10,000+",Free,Everyone,Board,4.0.3 and up,705,4.7,1.8,0
eBoox: book reader fb2 epub zip,"1,000,000+",Free,Everyone,Books & Reference,3.0 and up,21336,4.7,23,0
British Columbia Tourist Places (Guide),100+,Free,Everyone,Travel & Local,4.1 and up,1,4,3,0
Ovia Parenting & Baby Development Tracker,"100,000+",Free,Everyone,Medical,4.3 and up,6185,4.7,38,0
Room Creator Interior Design,"1,000,000+",Free,Everyone,House & Home,2.3 and up,59660,3.9,72,0
Météociel,"500,000+",Free,Everyone,Weather,4.1 and up,29344,4.5,22,0
EZ game screen recorder with audio 1080P,"1,000+",Free,Everyone,Video Players & Editors,5.0 and up,40,4.1,3.9,0
Of the wall Arapaho bk,5+,Free,Everyone,Communication,4.1 and up,0,,12,0
Tubi TV - Free Movies & TV,"10,000,000+",Free,Teen,Entertainment,4.1 and up,296771,4.3,11,0
Tubi TV - Free Movies & TV,"10,000,000+",Free,Teen,Entertainment,4.1 and up,296771,4.3,11,0
Tubi TV - Free Movies & TV,"10,000,000+",Free,Teen,Entertainment,4.1 and up,296771,4.3,11,0
BR Ambedkar Biography & Quotes,"10,000+",Free,Everyone,Books & Reference,2.3 and up,156,4.6,2.1,0
AP Chemistry Prep: Practice Tests and Flashcards,"10,000+",Free,Everyone,Education,4.1 and up,55,4.7,5.4,0
Simple Gallery,"1,000,000+",Free,Everyone,Tools,4.1 and up,28030,4.5,9,0
"Zapya - File Transfer, Sharing","10,000,000+",Free,Teen,Tools,4.0.3 and up,387958,4.6,9,0
DW - Breaking World News,"1,000,000+",Free,Everyone 10+,News & Magazines,4.2 and up,17671,4.4,17,0
Barisal University App-BU Face,"1,000+",Free,Everyone,Education,4.0.3 and up,100,5,10,0
DS finder,"500,000+",Free,Everyone,Tools,5.0 and up,2596,4,32,0
"SayHi Chat, Meet New People","10,000,000+",Free,Mature 17+,Social,Varies with device,423138,4.2,,0
"SayHi Chat, Meet New People","10,000,000+",Free,Mature 17+,Social,Varies with device,423138,4.2,,0
"SayHi Chat, Meet New People","10,000,000+",Free,Mature 17+,Social,Varies with device,423138,4.2,,0
China Town Auto Theft 2,"50,000+",Free,Everyone 10+,Action,4.0.3 and up,364,4.1,67,0
BU HANGİ ŞARKI ? - 2018,100+,Free,Everyone,Trivia,4.0.3 and up,4,,28,0
Qatar Airways,"1,000,000+",Free,Everyone,Travel & Local,4.1 and up,11182,4.3,62,0
Animal Planet GO,"100,000+",Free,Teen,Entertainment,4.1 and up,2442,4.2,9.6,0
White Classic Petite Watch Theme for DW,500+,Free,Everyone,Lifestyle,4.0 and up,2,,3,0
Docs To Go™ Free Office Suite,"50,000,000+",Free,Everyone,Business,Varies with device,217730,4.1,,0
Docs To Go™ Free Office Suite,"50,000,000+",Free,Everyone,Business,Varies with device,217730,4.1,,0
AJ Tracey Music and Lyrics,5+,Free,Teen,Entertainment,4.0.3 and up,0,,2.7,0
Deaf Interpreter,"1,000+",Free,Everyone,Medical,3.0 and up,24,3.8,4.4,0
Natural recipes for your beauty,"100,000+",Free,Everyone,Beauty,4.1 and up,1150,4.7,9.8,0
EZ LED,"1,000+",Free,Everyone,Tools,4.3 and up,19,2.2,2.1,0
AccuWeather: Daily Forecast & Live Weather Reports,"50,000,000+",Free,Everyone,Weather,Varies with device,2052407,4.4,,0
AccuWeather: Daily Forecast & Live Weather Reports,"50,000,000+",Free,Everyone,Weather,Varies with device,2052407,4.4,,0
CL Strength,50+,Free,Everyone,Health & Fitness,4.1 and up,3,5,40,0
BM speed test,10+,Free,Everyone,Tools,4.4 and up,1,5,3.7,0
Offroad Car G,"5,000,000+",Free,Everyone,Simulation,2.3.3 and up,64884,4.3,37,0
BJ-DRONE,100+,Free,Everyone,Entertainment,4.0.3 and up,1,,23,0
AL.com: Alabama Football News,"10,000+",Free,Everyone 10+,Sports,4.1 and up,459,4.5,8,0
Coupons for Burger King,500+,Free,Teen,Food & Drink,5.0 and up,41,4.5,4,0
RetroArch,"1,000,000+",Free,Everyone,Action,2.3 and up,21423,3.8,84,0
BG Blurry HD Wallpapers,10+,Free,Everyone,Entertainment,4.0 and up,1,,5.1,0
Tech CU Card Manager,"1,000+",Free,Everyone,Finance,4.0 and up,2,1,7.2,0
Profile Pictures - Best DP Status,"50,000+",Free,Everyone,Entertainment,4.1 and up,131,4.3,5.4,0
Nose Doctor X: Booger Mania,"5,000,000+",Free,Everyone,Casual;Pretend Play,4.1 and up,37584,3.2,34,0
Monster High™,"5,000,000+",Free,Everyone,Casual;Pretend Play,4.1 and up,66661,4.1,22,0
Monster High™,"5,000,000+",Free,Everyone,Casual;Pretend Play,4.1 and up,66661,4.1,22,0
Run R Script - Online Statistical Data Analysis,"1,000+",Free,Everyone,Education,2.2 and up,8,3.9,6.2,0
BN DB1 App,50+,Free,Everyone,Productivity,4.0.3 and up,2,,34,0
Doomsday Preppers™,"1,000,000+",Free,Everyone,Strategy,4.0.3 and up,137167,4.2,52,0
KakaoTalk: Free Calls & Text,"100,000,000+",Free,Everyone,Communication,Varies with device,2546549,4.3,,0
KakaoTalk: Free Calls & Text,"100,000,000+",Free,Everyone,Communication,Varies with device,2546549,4.3,,0
KakaoTalk: Free Calls & Text,"100,000,000+",Free,Everyone,Communication,Varies with device,2546549,4.3,,0
Adguard Content Blocker,"1,000,000+",Free,Everyone,Tools,Varies with device,14491,4.1,4.3,0
EC Sampler,1+,Free,Everyone,Productivity,4.0.3 and up,0,,30,0
ES Audio Player ( Shortcut ),"100,000+",Free,Everyone,Video Players & Editors,2.2 and up,1236,4.2,0.033,0
BG TV Program,100+,Free,Everyone,Entertainment,4.1 and up,1,,2.8,0
Wallpapers FN Herstal FNP 9,1+,Free,Teen,Personalization,4.1 and up,0,,11,0
Who,"100,000,000+",Free,Teen,Communication,Varies with device,2451093,4.3,,0
Who,"100,000,000+",Free,Teen,Communication,Varies with device,2451093,4.3,,0
3D Holograms Joke,"5,000,000+",Free,Teen,Simulation,2.3 and up,31596,2.9,31,0
FH Dortmund FB4,"1,000+",Free,Everyone,Education,4.0.3 and up,40,,9.9,0
Chrome Dev,"5,000,000+",Free,Everyone,Communication,Varies with device,63576,4.4,,0
Chrome Dev,"5,000,000+",Free,Everyone,Communication,Varies with device,63576,4.4,,0
bp e-store,"1,000+",Free,Everyone,Books & Reference,4.0 and up,52,4.4,2.2,0
Al'Quran Bahasa Indonesia,"10,000,000+",Free,Everyone,Books & Reference,2.3 and up,361780,4.6,9.7,0
Bubble Shooter 2,"5,000,000+",Free,Everyone,Arcade,4.1 and up,23005,4.3,,0
Bubble Shooter 2,"5,000,000+",Free,Everyone,Arcade,4.1 and up,23005,4.3,,0
Virtual Brain Surgery Simulator : Kid ER Emergency,"5,000+",Free,Teen,Educational,4.0 and up,20,3.8,55,0
realcommercial.com.au,"50,000+",Free,Everyone,Business,5.0 and up,128,4.4,6.7,0
EZ-Placard - Free Placard Calculator,"1,000+",Free,Everyone,Tools,4.1 and up,7,2.9,2.4,0
FA Player Essentials,100+,Free,Everyone,Sports,4.0.3 and up,7,5,68,0
Five Nights at Flappy's,"10,000+",Free,Everyone,Arcade,2.3.3 and up,4041,4.7,24,0
eP Scanner,100+,Free,Everyone,Events,4.4 and up,0,,20,0
Capitec Remote Banking,"1,000,000+",Free,Everyone,Finance,Varies with device,20672,4.3,,0
JailBase - Arrests + Mugshots,"1,000,000+",Free,Everyone 10+,News & Magazines,4.1 and up,17240,4,,0
Space Coast CU Mobile,"100,000+",Free,Everyone,Finance,2.3 and up,922,3.8,2.1,0
AAFP,"10,000+",Free,Everyone,Medical,5.0 and up,63,3.8,24,0
AAFP,"10,000+",Free,Everyone,Medical,5.0 and up,63,3.8,24,0
Unstoppaball DX,50+,Paid,Everyone,Puzzle,2.0.1 and up,5,4.2,40,1.49
Adventure Quest World Mobile Quiz,500+,Free,Everyone,Puzzle,4.0.3 and up,28,4.6,26,0
Ready4 SAT (Prep4 SAT),"100,000+",Free,Everyone,Education,4.4 and up,13612,4.6,48,0
E2CR CL,10+,Free,Everyone,Lifestyle,4.1 and up,0,,25,0
OpenVPN Connect – Fast & Safe SSL VPN Client,"10,000,000+",Free,Everyone,Tools,4.1 and up,154578,4.2,14,0
Step Counter - Pedometer Free & Calorie Counter,"10,000,000+",Free,Everyone,Health & Fitness,4.1 and up,117925,4.7,7,0
FBReader: Favorite Book Reader,"10,000,000+",Free,Everyone,Books & Reference,Varies with device,203130,4.5,,0
► MultiCraft ― Free Miner! 👍,"50,000,000+",Free,Everyone 10+,Adventure,4.1 and up,1305050,4.3,,0
wetter.com - Weather and Radar,"10,000,000+",Free,Everyone,Weather,Varies with device,189310,4.2,38,0
wetter.com - Weather and Radar,"10,000,000+",Free,Everyone,Weather,Varies with device,189310,4.2,38,0
La Fe de Jesus,"1,000+",Free,Everyone,Books & Reference,3.0 and up,8,,0.658,0
Telemundo Deportes - En Vivo,"1,000,000+",Free,Everyone,Sports,4.1 and up,36255,4.5,25,0
FD Fitness,50+,Free,Everyone,Health & Fitness,4.0.3 and up,3,,21,0
Adobe Illustrator Draw,"5,000,000+",Free,Everyone,Photography,5.0 and up,65766,4.4,,0
tökr,"1,000+",Free,Everyone,Medical,4.1 and up,17,4.6,14,0
Sweet Camera,"5,000,000+",Free,Everyone,Photography,4.0.3 and up,71898,4.4,23,0
BC Navigator,"1,000+",Free,Everyone,Education,4.0.3 and up,21,4.4,32,0
Sway Medical,100+,Free,Everyone,Medical,5.0 and up,3,5,22,0
Sway Medical,100+,Free,Everyone,Medical,5.0 and up,3,5,22,0
