id,address,area,bedrooms,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
1264,Admiraal De Ruijterweg 101 -1,83,3,1056 EV,21-5-2016,399000,apartment,4,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49740336-admiraal-de-ruijterweg-101-1/,1910
1265,Carolina MacGillavrylaan 552 + PP,87,2,1098 XB,16-4-2016,299000,apartment,3,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49716765-carolina-macgillavrylaan-552-pp/,2009
1266,1e Kekerstraat 127,92,2,1104 VA,18-3-2016,185000,apartment,3,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49772493-1e-kekerstraat-127/,2008
1267,Maasstraat 178 I,74,2,1079 BL,29-4-2016,295000,apartment,4,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727910-maasstraat-178-i/,1938
1268,Palmstraat 85 II/III,51,2,1015 HR,5-4-2016,325000,apartment,3,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49792006-palmstraat-85-ii-iii/,1906
1269,Koninginneweg 206 III,94,2,1075 EK,14-5-2016,600000,apartment,3,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734851-koninginneweg-206-iii/,1913
1270,Maria Austriastraat 630,110,2,1087 GL,30-3-2016,350000,house,4,2-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49796763-maria-austriastraat-630/,2003
1271,Plantage Parklaan 30 -III,125,3,1018 SW,20-5-2016,740000,apartment,4,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49747219-plantage-parklaan-30-iii/,1906
1272,Slauerhoffstraat 2 I,69,2,1064 TD,25-2-2016,180000,apartment,3,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49758219-slauerhoffstraat-2-i/,1954
1273,Lijnbaansgracht 210 A + PP,138,3,1016 XA,14-5-2016,900000,apartment,4,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734635-lijnbaansgracht-210-a-pp/,1990
1274,Jacob van Lennepkade 3 -huis,142,3,1054 ZD,26-5-2016,965000,apartment,6,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49857793-jacob-van-lennepkade-3-huis/,1885
1275,Meeuwenlaan 191 B,92,3,1021 JD,10-2-2016,280000,apartment,4,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49633267-meeuwenlaan-191-b/,1930
1276,Talbotstraat 189,92,2,1087 DM,22-3-2016,285000,apartment,3,15-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49785198-talbotstraat-189/,2006
1277,Nicolaas Witsenkade 27 -C,82,2,1017 ZT,30-4-2016,710000,apartment,3,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727667-nicolaas-witsenkade-27-c/,1891
1278,Beemsterstraat 514,57,2,1024 BT,4-2-2016,157000,apartment,3,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49638540-beemsterstraat-514/,1966
1279,Cornelis Springerstraat 29 I,64,3,1073 LG,23-3-2016,300000,apartment,4,20-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49788417-cornelis-springerstraat-29-i/,1921
1280,Polanenstraat 52 IV,35,1,1013 VX,21-5-2016,175000,apartment,2,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742711-polanenstraat-52-iv/,1954
1281,Grootzeil 103,75,2,1034 LS,5-4-2016,152500,apartment,3,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49791304-grootzeil-103/,1971
1282,Nico Snijdersstraat 24,71,3,1063 VD,18-3-2016,195000,house,4,13-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49772920-nico-snijdersstraat-24/,1953
1283,Haarlemmerweg 127 hs,50,1,1051 KW,5-4-2016,225000,apartment,2,21-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49792878-haarlemmerweg-127-hs/,1910
1284,Van Nijenrodeweg 192,33,1,1083 EM,20-5-2016,147500,apartment,2,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49740961-van-nijenrodeweg-192/,1967
1285,Hoofdweg 335 -II,57,1,1056 CN,21-4-2016,209000,apartment,2,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710616-hoofdweg-335-ii/,1906
1286,Tintorettostraat 7 II,165,3,1077 RM,18-3-2016,875000,apartment,4,28-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49772382-tintorettostraat-7-ii/,1931
1287,Weerdestein 52,164,4,1083 GC,6-4-2016,419500,apartment,5,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793609-weerdestein-52/,1966
1288,Zonneweg 57,63,2,1033 CH,16-4-2016,200000,house,3,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49716876-zonneweg-57/,1906
1289,Curaçaostraat 101 -2,56,2,1058 BS,23-5-2016,265000,apartment,3,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748190-curacaostraat-101-2/,1935
1290,Bloemstraat 83,129,3,1016 KX,10-5-2016,950000,house,5,19-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49738478-bloemstraat-83/,2016
1291,Nachtwachtlaan 460,59,1,1058 ER,15-4-2016,190000,apartment,2,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704536-nachtwachtlaan-460/,1970
1292,Pieter Calandlaan 419,82,3,1068 NL,6-2-2016,180000,apartment,4,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49631242-pieter-calandlaan-419/,1963
1293,Albert Cuypstraat 103 4v,26,1,1072 CR,13-4-2016,150000,apartment,1,9-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49701072-albert-cuypstraat-103-4v/,1906
1294,Burgemeester Kasteleinstraat 16 B,133,3,1109 BC,9-6-2015,289000,house,4,27-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49408785-burgemeester-kasteleinstraat-16-b/,1996
1295,Lindenstraat 89 I,40,1,1015 KW,29-2-2016,250000,apartment,3,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751216-lindenstraat-89-i/,1934
1296,Orteliusstraat 224 II,52,1,1056 PH,11-5-2016,229000,apartment,2,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49739544-orteliusstraat-224-ii/,1927
1297,Nieuwe Osdorpergracht 578,71,1,1068 HV,30-1-2016,195000,apartment,2,1-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49624332-nieuwe-osdorpergracht-578/,2013
1298,Ceintuurbaan 406 -I,60,2,1074 EA,21-5-2016,365000,apartment,3,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741210-ceintuurbaan-406-i/,1906
1299,Keverberg 37,110,4,1082 BD,11-2-2016,430000,house,5,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49645600-keverberg-37/,1960
1300,Alblasstraat 51 hs,54,2,1079 ZK,10-3-2016,260000,apartment,3,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49762096-alblasstraat-51-hs/,1935
1301,Van Beuningenstraat 184 B,80,3,1051 XZ,19-5-2016,369000,apartment,4,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748405-van-beuningenstraat-184-b/,2006
1302,Curaçaostraat 47 a,74,1,1058 BM,26-5-2016,375000,apartment,3,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49867086-curacaostraat-47-a/,1935
1303,Langswater 579,60,2,1069 EE,6-2-2015,135000,apartment,3,22-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48379179-langswater-579/,1960
1304,Treilerhof 16,75,2,1034 CA,18-4-2016,155000,apartment,3,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715545-treilerhof-16/,1967
1305,Cornelis Schuytstraat 45 III,37,1,1071 JG,6-1-2016,209000,apartment,2,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49609617-cornelis-schuytstraat-45-iii/,1901
1306,Johan Schamppad 7,93,4,1106 WT,20-3-2016,180000,house,5,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49785974-johan-schamppad-7/,1986
1307,Maria Austriastraat 62,62,1,1087 CN,12-12-2015,199011,apartment,2,20-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49682670-maria-austriastraat-62/,2005
1308,Eemsstraat 28 HS,150,3,1079 TH,6-5-2016,895000,apartment,4,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49735972-eemsstraat-28-hs/,1934
1309,Benkoelenstraat 7,47,1,1094 HR,7-5-2016,195000,apartment,2,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49736403-benkoelenstraat-7/,1906
1310,Jacques Veltmanstraat 24 III,48,1,1065 EJ,24-3-2016,150000,apartment,2,19-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49780884-jacques-veltmanstraat-24-iii/,1960
1311,Heringa-State 38,75,2,1082 TS,16-5-2016,239500,apartment,3,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49724673-heringa-state-38/,1964
1312,Doornburg 143,128,2,1081 JX,6-4-2016,650000,apartment,3,21-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49792815-doornburg-143/,2009
1313,Loosduinenstraat 59,103,3,1062 EG,12-3-2016,320000,apartment,4,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775139-loosduinenstraat-59/,2009
1314,Albert Luthulistraat 21 B,49,1,1091 NR,19-4-2016,225000,apartment,2,9-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49718575-albert-luthulistraat-21-b/,1923
1315,Oosterpark 89 -C,74,2,1092 AW,15-4-2016,475000,apartment,3,29-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49703396-oosterpark-89-c/,1945
1316,Valeriusstraat 5 -III,161,4,1071 MB,12-5-2016,1125,apartment,6,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730621-valeriusstraat-5-iii/,1906
1317,Valeriusstraat 274 boven,190,4,1075 GN,8-4-2016,869000,apartment,6,22-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49794845-valeriusstraat-274-boven/,1914
1318,Osdorpplein 60,91,3,1068 EM,19-12-2015,219000,apartment,4,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49699462-osdorpplein-60/,1998
1319,Valeriusstraat 149 -II,148,4,1075 ET,23-5-2016,850000,apartment,6,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741718-valeriusstraat-149-ii/,1910
1320,Rustenburgerstraat 405 IV,28,1,1072 GW,5-3-2016,200000,apartment,2,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49766118-rustenburgerstraat-405-iv/,1904
1321,Schipluidenlaan,144,3,1062 HE,14-7-2015,461500,apartment,4,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49445832-schipluidenlaan/,2017
1322,Schipluidenlaan,105,3,1062 HE,14-7-2015,341500,apartment,4,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49445831-schipluidenlaan/,2017
1323,2e Kekerstraat 29,129,4,1104 VB,11-10-2014,200000,house,5,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48256940-2e-kekerstraat-29/,2007
1324,Schipluidenlaan,61,1,1062 HE,14-7-2015,201000,apartment,2,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49445830-schipluidenlaan/,2017
1325,Johan Hofmanstraat 225,96,2,1069 KD,15-4-2016,250000,apartment,3,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49703941-johan-hofmanstraat-225/,2009
1326,Langswater 839,73,3,1069 EH,21-4-2016,135000,apartment,4,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49710685-langswater-839/,1967
1327,Oldengaarde 126,44,1,1083 TL,20-4-2016,175000,apartment,2,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49717940-oldengaarde-126/,1960
1328,Gibraltarstraat 69 -2,58,2,1055 NK,16-4-2016,235000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49716541-gibraltarstraat-69-2/,1937
1329,Bonairestraat 65 I,60,3,1058 XD,25-4-2016,265000,apartment,5,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49714277-bonairestraat-65-i/,1930
1330,Gillis van Ledenberchstraat 122 -II,60,1,1052 VL,12-4-2016,295000,apartment,2,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49709968-gillis-van-ledenberchstraat-122-ii/,1906
1331,Rijnstraat 50 -IV,81,2,1078 RD,29-4-2016,375000,apartment,3,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728849-rijnstraat-50-iv/,1906
1332,Kanaalstraat 195 -II,42,2,1054 XG,29-4-2016,215000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728986-kanaalstraat-195-ii/,1906
1333,Lekstraat 67 III,63,2,1079 EM,26-3-2016,300000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49781135-lekstraat-67-iii/,1930
1334,Hoofdweg 20,264,6,1058 BC,18-4-2016,1100,house,8,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49717499-hoofdweg-20/,1920
1335,Tuinbouwstraat 90 hs,53,1,1097 XZ,28-5-2016,200000,apartment,2,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860065-tuinbouwstraat-90-hs/,1930
1336,Slotermeerlaan 185 -2,62,2,1063 JV,18-4-2016,165000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49716111-slotermeerlaan-185-2/,1954
1337,Insulindeweg 974,80,2,1095 DX,11-5-2016,250000,apartment,3,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49739031-insulindeweg-974/,1998
1338,Bezembinderspad 2,98,3,1033 ZW,25-3-2016,275000,house,4,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49780312-bezembinderspad-2/,1989
1339,Plantage Middenlaan 25 III,78,2,1018 DB,29-1-2016,475000,apartment,3,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49627157-plantage-middenlaan-25-iii/,1870
1340,Asingaborg 15,72,2,1082 SC,23-4-2016,235000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713725-asingaborg-15/,1960
1341,Louis Davidsstraat 23,65,2,1068 SH,26-3-2016,187500,apartment,3,22-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49783583-louis-davidsstraat-23/,1985
1342,Freek Oxstraat 3 II,42,1,1063 ZS,15-4-2016,137500,apartment,2,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49704404-freek-oxstraat-3-ii/,1953
1343,Riouwstraat 81 C,60,1,1094 XJ,22-2-2016,225000,apartment,2,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49755620-riouwstraat-81-c/,1985
1344,Gillis van Ledenberchstraat 15 I,45,1,1052 TW,4-5-2016,185000,apartment,2,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49721439-gillis-van-ledenberchstraat-15-i/,1923
1345,Insulindeweg 64 H,69,2,1094 PN,20-5-2016,230000,apartment,3,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749050-insulindeweg-64-h/,1984
1346,Pieter Calandlaan 586,115,3,1060 TV,1-9-2015,275000,apartment,4,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49574620-pieter-calandlaan-586/,1999
1347,Voorsteven 67,74,2,1034 SN,13-5-2016,147500,apartment,3,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732662-voorsteven-67/,1977
1348,Kanteel 95,131,3,1083 DC,9-4-2016,450000,apartment,5,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49708828-kanteel-95/,1981
1349,Jacob van Lennepkade 336 I,50,2,1053 NJ,30-4-2016,265000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85183765-jacob-van-lennepkade-336-i/,1899
1350,Jacob van Lennepkade 267 C,58,2,1054 ZT,30-5-2016,310000,apartment,3,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85225433-jacob-van-lennepkade-267-c/,1899
1351,Bakkumstraat 25,66,2,1024 VX,7-4-2016,149000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49794511-bakkumstraat-25/,1965
1352,Bouvigne 23 II,66,1,1083 BP,18-5-2016,225000,apartment,3,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49747681-bouvigne-23-ii/,1959
1353,Bestevâerstraat 123 H,90,3,1056 HL,8-4-2016,425000,apartment,4,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49706351-bestevaerstraat-123-h/,1906
1354,Stadionkade 114,223,5,1076 BN,13-4-2016,1250,house,6,22-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49701027-stadionkade-114/,1906
1355,De Egmondenstraat 46,59,2,1024 RV,11-5-2016,175000,apartment,3,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49738649-de-egmondenstraat-46/,1960
1356,Durgerdammergouw 39,167,5,1026 CN,1-3-2016,760000,house,6,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49753664-durgerdammergouw-39/,2005
1357,Laing's Nekstraat 48 II,54,3,1092 GX,28-1-2016,209000,apartment,4,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49628538-laing-s-nekstraat-48-ii/,1915
1358,Wijsmullerstraat 40 huis,25,1,1058 JK,3-5-2016,150000,apartment,1,12-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49722574-wijsmullerstraat-40-huis/,1906
1359,Oudezijds Voorburgwal 111 B,119,2,1012 EN,15-4-2016,575000,apartment,4,9-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49702289-oudezijds-voorburgwal-111-b/,1664
1360,Belgiëplein 6,91,2,1066 SC,22-1-2016,247500,apartment,3,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49611957-belgieplein-6/,1991
1361,Pinasstraat 22,102,3,1034 JX,12-4-2016,275000,house,4,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49709090-pinasstraat-22/,1967
1362,Cornelis Trooststraat 30 II,48,1,1072 JG,10-4-2016,225000,apartment,2,20-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49708177-cornelis-trooststraat-30-ii/,1924
1363,Woubruggestraat 7 II,54,1,1059 VN,9-4-2016,239000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707388-woubruggestraat-7-ii/,1929
1364,Liendenhof 105,70,2,1108 HE,16-9-2015,135000,apartment,3,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590744-liendenhof-105/,1971
1365,Von Zesenstraat 346,71,2,1093 BJ,31-3-2016,265000,apartment,3,19-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49797523-von-zesenstraat-346/,1981
1366,Jaap Edenstraat 8,80,2,1067 RX,27-4-2016,215000,house,3,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49727602-jaap-edenstraat-8/,1958
1367,Baarsjesweg 178 2,73,2,1057 HP,13-2-2016,295000,apartment,3,12-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49647047-baarsjesweg-178-2/,1925
1368,Cornelis Trooststraat 85 III,124,2,1072 JD,23-4-2016,675000,apartment,4,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713986-cornelis-trooststraat-85-iii/,1905
1369,Bramzeilhof 120,75,2,1034 LL,9-4-2015,174500,apartment,3,28-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48332539-bramzeilhof-120/,1971
1370,Geerdinkhof 205,125,3,1103 PX,30-4-2016,325000,house,4,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728133-geerdinkhof-205/,1978
1371,Ruimzicht 183,98,1,1068 CT,29-9-2015,215000,apartment,2,18-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49516583-ruimzicht-183/,1960
1372,Van Beuningenplein 188 hs,75,2,1051 XA,26-4-2016,325000,apartment,3,11-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713914-van-beuningenplein-188-hs/,1906
1373,Van Nijenrodeweg 116,35,1,1083 EH,26-5-2016,139000,apartment,2,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85221605-van-nijenrodeweg-116/,1967
1374,Bos en Lommerweg 16 hs,44,1,1055 EB,20-5-2016,185000,apartment,2,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748803-bos-en-lommerweg-16-hs/,1934
1375,Da Costastraat 10 Huis,93,2,1053 ZB,21-11-2015,549000,apartment,4,1-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49660173-da-costastraat-10-huis/,1905
1376,Stadionkade 20 -I,126,3,1077 VL,25-5-2016,699000,apartment,5,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49743553-stadionkade-20-i/,1932
1377,Transvaalstraat 51 -I,55,2,1092 HC,21-5-2016,250000,apartment,3,7-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741759-transvaalstraat-51-i/,1913
1378,IJburglaan 175,109,2,1086 ZJ,23-3-2016,375000,house,3,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49787136-ijburglaan-175/,2010
1379,Glitterstraat 168,96,2,1103 SK,25-2-2016,198000,apartment,3,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49758212-glitterstraat-168/,2007
1380,Rhijnvis Feithstraat 37 3/4,122,3,1054 TW,11-3-2016,600000,apartment,4,3-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49762085-rhijnvis-feithstraat-37-3-4/,1912
1381,Rubensstraat 48 huis,208,4,1077 MT,9-4-2016,1490,apartment,6,25-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49707252-rubensstraat-48-huis/,1930
1382,J.J. Cremerplein 58 hs,62,1,1054 TM,12-4-2016,299000,apartment,2,22-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49700497-jj-cremerplein-58-hs/,1906
1383,Het Hoogt 38,104,1,1025 HA,16-4-2016,255000,apartment,2,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715301-het-hoogt-38/,1968
1384,Albert Cuypstraat 10 -A,78,2,1072 CT,8-4-2016,350000,apartment,3,18-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49706589-albert-cuypstraat-10-a/,1991
1385,Brentanostraat 20,48,1,1102 RZ,9-2-2016,105000,apartment,2,10-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49632601-brentanostraat-20/,1985
1386,Sloterweg 1267 C,52,2,1066 CJ,24-3-2016,209000,house,3,11-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49780418-sloterweg-1267-c/,1906
1387,De Lairessestraat 12 H,327,4,1071 PA,28-5-2015,1995,apartment,6,6-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49484230-de-lairessestraat-12-h/,1920
1388,Overtoom 288,310,6,1054 JC,21-11-2014,1350,house,9,13-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48203413-overtoom-288/,1906
1389,Gibraltarstraat 67 - II,56,2,1055 NK,1-5-2016,215000,apartment,3,13-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720335-gibraltarstraat-67-ii/,1937
